volt    param        param
         1/lx8(mp)     -i(mp)
1.27200     3.201e+05    5.609e-06
1.27100     3.150e+05    5.715e-06
1.27000     3.100e+05    5.823e-06
1.26900     3.052e+05    5.933e-06
1.26800     3.004e+05    6.044e-06
1.26700     2.958e+05    6.157e-06
1.26600     2.912e+05    6.272e-06
1.26500     2.867e+05    6.389e-06
1.26400     2.824e+05    6.507e-06
1.26300     2.781e+05    6.627e-06
1.26200     2.739e+05    6.749e-06
1.26100     2.698e+05    6.873e-06
1.26000     2.658e+05    6.998e-06
1.25900     2.618e+05    7.126e-06
1.25800     2.580e+05    7.255e-06
1.25700     2.542e+05    7.386e-06
1.25600     2.505e+05    7.519e-06
1.25500     2.468e+05    7.654e-06
1.25400     2.433e+05    7.791e-06
1.25300     2.398e+05    7.930e-06
1.25200     2.364e+05    8.071e-06
1.25100     2.330e+05    8.213e-06
1.25000     2.298e+05    8.358e-06
1.24900     2.265e+05    8.505e-06
1.24800     2.234e+05    8.653e-06
1.24700     2.203e+05    8.804e-06
1.24600     2.173e+05    8.957e-06
1.24500     2.143e+05    9.111e-06
1.24400     2.114e+05    9.268e-06
1.24300     2.085e+05    9.427e-06
1.24200     2.057e+05    9.588e-06
1.24100     2.030e+05    9.751e-06
1.24000     2.003e+05    9.916e-06
1.23900     1.977e+05    1.008e-05
1.23800     1.951e+05    1.025e-05
1.23700     1.925e+05    1.042e-05
1.23600     1.901e+05    1.060e-05
1.23500     1.876e+05    1.077e-05
1.23400     1.852e+05    1.095e-05
1.23300     1.829e+05    1.113e-05
1.23200     1.806e+05    1.132e-05
1.23100     1.783e+05    1.150e-05
1.23000     1.761e+05    1.169e-05
1.22900     1.739e+05    1.188e-05
1.22800     1.718e+05    1.207e-05
1.22700     1.697e+05    1.226e-05
1.22600     1.676e+05    1.246e-05
1.22500     1.656e+05    1.266e-05
1.22400     1.636e+05    1.286e-05
1.22300     1.617e+05    1.306e-05
1.22200     1.598e+05    1.327e-05
1.22100     1.579e+05    1.347e-05
1.22000     1.560e+05    1.368e-05
1.21900     1.542e+05    1.390e-05
1.21800     1.525e+05    1.411e-05
1.21700     1.507e+05    1.433e-05
1.21600     1.490e+05    1.455e-05
1.21500     1.473e+05    1.477e-05
1.21400     1.457e+05    1.499e-05
1.21300     1.441e+05    1.522e-05
1.21200     1.425e+05    1.545e-05
1.21100     1.409e+05    1.568e-05
1.21000     1.394e+05    1.591e-05
1.20900     1.378e+05    1.615e-05
1.20800     1.364e+05    1.639e-05
1.20700     1.349e+05    1.663e-05
1.20600     1.335e+05    1.687e-05
1.20500     1.321e+05    1.712e-05
1.20400     1.307e+05    1.737e-05
1.20300     1.293e+05    1.762e-05
1.20200     1.280e+05    1.787e-05
1.20100     1.267e+05    1.813e-05
1.20000     1.254e+05    1.838e-05
1.19900     1.241e+05    1.864e-05
1.19800     1.228e+05    1.891e-05
1.19700     1.216e+05    1.917e-05
1.19600     1.204e+05    1.944e-05
1.19500     1.192e+05    1.971e-05
1.19400     1.180e+05    1.998e-05
1.19300     1.169e+05    2.026e-05
1.19200     1.158e+05    2.054e-05
1.19100     1.146e+05    2.082e-05
1.19000     1.135e+05    2.110e-05
1.18900     1.125e+05    2.139e-05
1.18800     1.114e+05    2.168e-05
1.18700     1.104e+05    2.197e-05
1.18600     1.093e+05    2.226e-05
1.18500     1.083e+05    2.256e-05
1.18400     1.073e+05    2.285e-05
1.18300     1.064e+05    2.315e-05
1.18200     1.054e+05    2.346e-05
1.18100     1.044e+05    2.376e-05
1.18000     1.035e+05    2.407e-05
1.17900     1.026e+05    2.438e-05
1.17800     1.017e+05    2.470e-05
1.17700     1.008e+05    2.501e-05
1.17600     9.995e+04    2.533e-05
1.17500     9.909e+04    2.565e-05
1.17400     9.824e+04    2.597e-05
1.17300     9.740e+04    2.630e-05
1.17200     9.657e+04    2.663e-05
1.17100     9.576e+04    2.696e-05
1.17000     9.496e+04    2.729e-05
1.16900     9.417e+04    2.763e-05
1.16800     9.339e+04    2.797e-05
1.16700     9.262e+04    2.831e-05
1.16600     9.186e+04    2.865e-05
1.16500     9.112e+04    2.900e-05
1.16400     9.039e+04    2.935e-05
1.16300     8.966e+04    2.970e-05
1.16200     8.895e+04    3.005e-05
1.16100     8.825e+04    3.041e-05
1.16000     8.755e+04    3.077e-05
1.15900     8.687e+04    3.113e-05
1.15800     8.619e+04    3.149e-05
1.15700     8.553e+04    3.186e-05
1.15600     8.488e+04    3.223e-05
1.15500     8.423e+04    3.260e-05
1.15400     8.359e+04    3.297e-05
1.15300     8.296e+04    3.335e-05
1.15200     8.234e+04    3.373e-05
1.15100     8.173e+04    3.411e-05
1.15000     8.113e+04    3.449e-05
1.14900     8.053e+04    3.488e-05
1.14800     7.995e+04    3.527e-05
1.14700     7.937e+04    3.566e-05
1.14600     7.880e+04    3.605e-05
1.14500     7.823e+04    3.645e-05
1.14400     7.768e+04    3.685e-05
1.14300     7.713e+04    3.725e-05
1.14200     7.658e+04    3.765e-05
1.14100     7.605e+04    3.806e-05
1.14000     7.552e+04    3.846e-05
1.13900     7.500e+04    3.888e-05
1.13800     7.448e+04    3.929e-05
1.13700     7.397e+04    3.970e-05
1.13600     7.347e+04    4.012e-05
1.13500     7.298e+04    4.054e-05
1.13400     7.249e+04    4.097e-05
1.13300     7.200e+04    4.139e-05
1.13200     7.153e+04    4.182e-05
1.13100     7.105e+04    4.225e-05
1.13000     7.059e+04    4.268e-05
1.12900     7.013e+04    4.312e-05
1.12800     6.967e+04    4.356e-05
1.12700     6.922e+04    4.400e-05
1.12600     6.878e+04    4.444e-05
1.12500     6.834e+04    4.488e-05
1.12400     6.791e+04    4.533e-05
1.12300     6.748e+04    4.578e-05
1.12200     6.706e+04    4.623e-05
1.12100     6.664e+04    4.669e-05
1.12000     6.622e+04    4.714e-05
1.11900     6.582e+04    4.760e-05
1.11800     6.541e+04    4.806e-05
1.11700     6.501e+04    4.853e-05
1.11600     6.462e+04    4.899e-05
1.11500     6.423e+04    4.946e-05
1.11400     6.384e+04    4.993e-05
1.11300     6.346e+04    5.041e-05
1.11200     6.308e+04    5.088e-05
1.11100     6.271e+04    5.136e-05
1.11000     6.234e+04    5.184e-05
1.10900     6.198e+04    5.232e-05
1.10800     6.161e+04    5.281e-05
1.10700     6.126e+04    5.329e-05
1.10600     6.090e+04    5.378e-05
1.10500     6.055e+04    5.427e-05
1.10400     6.021e+04    5.477e-05
1.10300     5.987e+04    5.526e-05
1.10200     5.953e+04    5.576e-05
1.10100     5.919e+04    5.626e-05
1.10000     5.886e+04    5.677e-05
1.09900     5.853e+04    5.727e-05
1.09800     5.821e+04    5.778e-05
1.09700     5.789e+04    5.829e-05
1.09600     5.757e+04    5.880e-05
1.09500     5.725e+04    5.932e-05
1.09400     5.694e+04    5.983e-05
1.09300     5.663e+04    6.035e-05
1.09200     5.633e+04    6.087e-05
1.09100     5.603e+04    6.140e-05
1.09000     5.573e+04    6.192e-05
1.08900     5.543e+04    6.245e-05
1.08800     5.514e+04    6.298e-05
1.08700     5.485e+04    6.351e-05
1.08600     5.456e+04    6.404e-05
1.08500     5.427e+04    6.458e-05
1.08400     5.399e+04    6.512e-05
1.08300     5.371e+04    6.566e-05
1.08200     5.344e+04    6.620e-05
1.08100     5.316e+04    6.675e-05
1.08000     5.289e+04    6.730e-05
1.07900     5.262e+04    6.785e-05
1.07800     5.235e+04    6.840e-05
1.07700     5.209e+04    6.895e-05
1.07600     5.183e+04    6.951e-05
1.07500     5.157e+04    7.006e-05
1.07400     5.131e+04    7.062e-05
1.07300     5.106e+04    7.119e-05
1.07200     5.081e+04    7.175e-05
1.07100     5.056e+04    7.232e-05
1.07000     5.031e+04    7.289e-05
1.06900     5.006e+04    7.346e-05
1.06800     4.982e+04    7.403e-05
1.06700     4.958e+04    7.461e-05
1.06600     4.934e+04    7.518e-05
1.06500     4.910e+04    7.576e-05
1.06400     4.887e+04    7.634e-05
1.06300     4.863e+04    7.693e-05
1.06200     4.840e+04    7.751e-05
1.06100     4.817e+04    7.810e-05
1.06000     4.795e+04    7.869e-05
1.05900     4.772e+04    7.928e-05
1.05800     4.750e+04    7.987e-05
1.05700     4.728e+04    8.047e-05
1.05600     4.706e+04    8.107e-05
1.05500     4.684e+04    8.167e-05
1.05400     4.662e+04    8.227e-05
1.05300     4.641e+04    8.287e-05
1.05200     4.620e+04    8.348e-05
1.05100     4.599e+04    8.409e-05
1.05000     4.578e+04    8.470e-05
1.04900     4.557e+04    8.531e-05
1.04800     4.536e+04    8.592e-05
1.04700     4.516e+04    8.654e-05
1.04600     4.496e+04    8.716e-05
1.04500     4.476e+04    8.778e-05
1.04400     4.456e+04    8.840e-05
1.04300     4.436e+04    8.902e-05
1.04200     4.416e+04    8.965e-05
1.04100     4.397e+04    9.028e-05
1.04000     4.377e+04    9.091e-05
1.03900     4.358e+04    9.154e-05
1.03800     4.339e+04    9.217e-05
1.03700     4.320e+04    9.281e-05
1.03600     4.302e+04    9.345e-05
1.03500     4.283e+04    9.409e-05
1.03400     4.265e+04    9.473e-05
1.03300     4.246e+04    9.537e-05
1.03200     4.228e+04    9.602e-05
1.03100     4.210e+04    9.667e-05
1.03000     4.192e+04    9.731e-05
1.02900     4.174e+04    9.797e-05
1.02800     4.157e+04    9.862e-05
1.02700     4.139e+04    9.927e-05
1.02600     4.122e+04    9.993e-05
1.02500     4.104e+04    1.006e-04
1.02400     4.087e+04    1.013e-04
1.02300     4.070e+04    1.019e-04
1.02200     4.053e+04    1.026e-04
1.02100     4.036e+04    1.032e-04
1.02000     4.020e+04    1.039e-04
1.01900     4.003e+04    1.046e-04
1.01800     3.987e+04    1.053e-04
1.01700     3.970e+04    1.059e-04
1.01600     3.954e+04    1.066e-04
1.01500     3.938e+04    1.073e-04
1.01400     3.922e+04    1.080e-04
1.01300     3.906e+04    1.086e-04
1.01200     3.890e+04    1.093e-04
1.01100     3.875e+04    1.100e-04
1.01000     3.859e+04    1.107e-04
1.00900     3.844e+04    1.114e-04
1.00800     3.828e+04    1.121e-04
1.00700     3.813e+04    1.128e-04
1.00600     3.798e+04    1.135e-04
1.00500     3.783e+04    1.142e-04
1.00400     3.768e+04    1.149e-04
1.00300     3.753e+04    1.156e-04
1.00200     3.738e+04    1.163e-04
1.00100     3.723e+04    1.170e-04
1.00000     3.709e+04    1.177e-04
0.99900     3.694e+04    1.184e-04
0.99800     3.680e+04    1.191e-04
0.99700     3.666e+04    1.198e-04
0.99600     3.651e+04    1.205e-04
0.99500     3.637e+04    1.212e-04
0.99400     3.623e+04    1.220e-04
0.99300     3.609e+04    1.227e-04
0.99200     3.595e+04    1.234e-04
0.99100     3.582e+04    1.241e-04
0.99000     3.568e+04    1.248e-04
0.98900     3.554e+04    1.256e-04
0.98800     3.541e+04    1.263e-04
0.98700     3.527e+04    1.270e-04
0.98600     3.514e+04    1.277e-04
0.98500     3.501e+04    1.285e-04
0.98400     3.487e+04    1.292e-04
0.98300     3.474e+04    1.300e-04
0.98200     3.461e+04    1.307e-04
0.98100     3.448e+04    1.314e-04
0.98000     3.435e+04    1.322e-04
0.97900     3.423e+04    1.329e-04
0.97800     3.410e+04    1.337e-04
0.97700     3.397e+04    1.344e-04
0.97600     3.384e+04    1.352e-04
0.97500     3.372e+04    1.359e-04
0.97400     3.360e+04    1.367e-04
0.97300     3.347e+04    1.374e-04
0.97200     3.335e+04    1.382e-04
0.97100     3.323e+04    1.389e-04
0.97000     3.310e+04    1.397e-04
0.96900     3.298e+04    1.404e-04
0.96800     3.286e+04    1.412e-04
0.96700     3.274e+04    1.420e-04
0.96600     3.262e+04    1.427e-04
0.96500     3.251e+04    1.435e-04
0.96400     3.239e+04    1.443e-04
0.96300     3.227e+04    1.450e-04
0.96200     3.215e+04    1.458e-04
0.96100     3.204e+04    1.466e-04
0.96000     3.192e+04    1.474e-04
0.95900     3.181e+04    1.481e-04
0.95800     3.170e+04    1.489e-04
0.95700     3.158e+04    1.497e-04
0.95600     3.147e+04    1.505e-04
0.95500     3.136e+04    1.513e-04
0.95400     3.125e+04    1.521e-04
0.95300     3.114e+04    1.528e-04
0.95200     3.103e+04    1.536e-04
0.95100     3.092e+04    1.544e-04
0.95000     3.081e+04    1.552e-04
0.94900     3.070e+04    1.560e-04
0.94800     3.059e+04    1.568e-04
0.94700     3.048e+04    1.576e-04
0.94600     3.038e+04    1.584e-04
0.94500     3.027e+04    1.592e-04
0.94400     3.017e+04    1.600e-04
0.94300     3.006e+04    1.608e-04
0.94200     2.996e+04    1.616e-04
0.94100     2.985e+04    1.624e-04
0.94000     2.975e+04    1.632e-04
0.93900     2.965e+04    1.640e-04
0.93800     2.954e+04    1.649e-04
0.93700     2.944e+04    1.657e-04
0.93600     2.934e+04    1.665e-04
0.93500     2.924e+04    1.673e-04
0.93400     2.914e+04    1.681e-04
0.93300     2.904e+04    1.689e-04
0.93200     2.894e+04    1.698e-04
0.93100     2.884e+04    1.706e-04
0.93000     2.874e+04    1.714e-04
0.92900     2.865e+04    1.722e-04
0.92800     2.855e+04    1.731e-04
0.92700     2.845e+04    1.739e-04
0.92600     2.836e+04    1.747e-04
0.92500     2.826e+04    1.756e-04
0.92400     2.816e+04    1.764e-04
0.92300     2.807e+04    1.772e-04
0.92200     2.797e+04    1.781e-04
0.92100     2.788e+04    1.789e-04
0.92000     2.779e+04    1.798e-04
0.91900     2.769e+04    1.806e-04
0.91800     2.760e+04    1.815e-04
0.91700     2.751e+04    1.823e-04
0.91600     2.742e+04    1.831e-04
0.91500     2.733e+04    1.840e-04
0.91400     2.724e+04    1.849e-04
0.91300     2.714e+04    1.857e-04
0.91200     2.705e+04    1.866e-04
0.91100     2.697e+04    1.874e-04
0.91000     2.688e+04    1.883e-04
0.90900     2.679e+04    1.891e-04
0.90800     2.670e+04    1.900e-04
0.90700     2.661e+04    1.909e-04
0.90600     2.652e+04    1.917e-04
0.90500     2.644e+04    1.926e-04
0.90400     2.635e+04    1.935e-04
0.90300     2.626e+04    1.943e-04
0.90200     2.618e+04    1.952e-04
0.90100     2.609e+04    1.961e-04
0.90000     2.601e+04    1.969e-04
0.89900     2.592e+04    1.978e-04
0.89800     2.584e+04    1.987e-04
0.89700     2.575e+04    1.996e-04
0.89600     2.567e+04    2.004e-04
0.89500     2.559e+04    2.013e-04
0.89400     2.551e+04    2.022e-04
0.89300     2.542e+04    2.031e-04
0.89200     2.534e+04    2.040e-04
0.89100     2.526e+04    2.049e-04
0.89000     2.518e+04    2.058e-04
0.88900     2.510e+04    2.066e-04
0.88800     2.502e+04    2.075e-04
0.88700     2.494e+04    2.084e-04
0.88600     2.486e+04    2.093e-04
0.88500     2.478e+04    2.102e-04
0.88400     2.470e+04    2.111e-04
0.88300     2.462e+04    2.120e-04
0.88200     2.454e+04    2.129e-04
0.88100     2.446e+04    2.138e-04
0.88000     2.439e+04    2.147e-04
0.87900     2.431e+04    2.156e-04
0.87800     2.423e+04    2.165e-04
0.87700     2.415e+04    2.174e-04
0.87600     2.408e+04    2.184e-04
0.87500     2.400e+04    2.193e-04
0.87400     2.393e+04    2.202e-04
0.87300     2.385e+04    2.211e-04
0.87200     2.378e+04    2.220e-04
0.87100     2.370e+04    2.229e-04
0.87000     2.363e+04    2.239e-04
0.86900     2.355e+04    2.248e-04
0.86800     2.348e+04    2.257e-04
0.86700     2.341e+04    2.266e-04
0.86600     2.333e+04    2.275e-04
0.86500     2.326e+04    2.285e-04
0.86400     2.319e+04    2.294e-04
0.86300     2.311e+04    2.303e-04
0.86200     2.304e+04    2.313e-04
0.86100     2.297e+04    2.322e-04
0.86000     2.290e+04    2.331e-04
0.85900     2.283e+04    2.341e-04
0.85800     2.276e+04    2.350e-04
0.85700     2.269e+04    2.359e-04
0.85600     2.262e+04    2.369e-04
0.85500     2.255e+04    2.378e-04
0.85400     2.248e+04    2.388e-04
0.85300     2.241e+04    2.397e-04
0.85200     2.234e+04    2.406e-04
0.85100     2.227e+04    2.416e-04
0.85000     2.220e+04    2.425e-04
0.84900     2.213e+04    2.435e-04
0.84800     2.207e+04    2.444e-04
0.84700     2.200e+04    2.454e-04
0.84600     2.193e+04    2.464e-04
0.84500     2.187e+04    2.473e-04
0.84400     2.180e+04    2.483e-04
0.84300     2.173e+04    2.492e-04
0.84200     2.167e+04    2.502e-04
0.84100     2.160e+04    2.511e-04
0.84000     2.153e+04    2.521e-04
0.83900     2.147e+04    2.531e-04
0.83800     2.140e+04    2.540e-04
0.83700     2.134e+04    2.550e-04
0.83600     2.127e+04    2.560e-04
0.83500     2.121e+04    2.569e-04
0.83400     2.115e+04    2.579e-04
0.83300     2.108e+04    2.589e-04
0.83200     2.102e+04    2.599e-04
0.83100     2.096e+04    2.608e-04
0.83000     2.089e+04    2.618e-04
0.82900     2.083e+04    2.628e-04
0.82800     2.077e+04    2.638e-04
0.82700     2.070e+04    2.648e-04
0.82600     2.064e+04    2.657e-04
0.82500     2.058e+04    2.667e-04
0.82400     2.052e+04    2.677e-04
0.82300     2.046e+04    2.687e-04
0.82200     2.040e+04    2.697e-04
0.82100     2.034e+04    2.707e-04
0.82000     2.028e+04    2.717e-04
0.81900     2.022e+04    2.727e-04
0.81800     2.016e+04    2.737e-04
0.81700     2.010e+04    2.747e-04
0.81600     2.004e+04    2.756e-04
0.81500     1.998e+04    2.766e-04
0.81400     1.992e+04    2.776e-04
0.81300     1.986e+04    2.786e-04
0.81200     1.980e+04    2.796e-04
0.81100     1.974e+04    2.807e-04
0.81000     1.968e+04    2.817e-04
0.80900     1.962e+04    2.827e-04
0.80800     1.957e+04    2.837e-04
0.80700     1.951e+04    2.847e-04
0.80600     1.945e+04    2.857e-04
0.80500     1.939e+04    2.867e-04
0.80400     1.934e+04    2.877e-04
0.80300     1.928e+04    2.887e-04
0.80200     1.922e+04    2.897e-04
0.80100     1.917e+04    2.908e-04
0.80000     1.911e+04    2.918e-04
0.79900     1.906e+04    2.928e-04
0.79800     1.900e+04    2.938e-04
0.79700     1.894e+04    2.949e-04
0.79600     1.889e+04    2.959e-04
0.79500     1.883e+04    2.969e-04
0.79400     1.878e+04    2.979e-04
0.79300     1.872e+04    2.990e-04
0.79200     1.867e+04    3.000e-04
0.79100     1.862e+04    3.010e-04
0.79000     1.856e+04    3.020e-04
0.78900     1.851e+04    3.031e-04
0.78800     1.845e+04    3.041e-04
0.78700     1.840e+04    3.052e-04
0.78600     1.835e+04    3.062e-04
0.78500     1.829e+04    3.072e-04
0.78400     1.824e+04    3.083e-04
0.78300     1.819e+04    3.093e-04
0.78200     1.814e+04    3.104e-04
0.78100     1.808e+04    3.114e-04
0.78000     1.803e+04    3.124e-04
0.77900     1.798e+04    3.135e-04
0.77800     1.793e+04    3.145e-04
0.77700     1.788e+04    3.156e-04
0.77600     1.782e+04    3.166e-04
0.77500     1.777e+04    3.177e-04
0.77400     1.772e+04    3.187e-04
0.77300     1.767e+04    3.198e-04
0.77200     1.762e+04    3.209e-04
0.77100     1.757e+04    3.219e-04
0.77000     1.752e+04    3.230e-04
0.76900     1.747e+04    3.240e-04
0.76800     1.742e+04    3.251e-04
0.76700     1.737e+04    3.262e-04
0.76600     1.732e+04    3.272e-04
0.76500     1.727e+04    3.283e-04
0.76400     1.722e+04    3.294e-04
0.76300     1.717e+04    3.304e-04
0.76200     1.712e+04    3.315e-04
0.76100     1.708e+04    3.326e-04
0.76000     1.703e+04    3.336e-04
0.75900     1.698e+04    3.347e-04
0.75800     1.693e+04    3.358e-04
0.75700     1.688e+04    3.369e-04
0.75600     1.684e+04    3.379e-04
0.75500     1.679e+04    3.390e-04
0.75400     1.674e+04    3.401e-04
0.75300     1.669e+04    3.412e-04
0.75200     1.665e+04    3.422e-04
0.75100     1.660e+04    3.433e-04
0.75000     1.655e+04    3.444e-04
0.74900     1.651e+04    3.455e-04
0.74800     1.646e+04    3.466e-04
0.74700     1.641e+04    3.477e-04
0.74600     1.637e+04    3.488e-04
0.74500     1.632e+04    3.499e-04
0.74400     1.627e+04    3.509e-04
0.74300     1.623e+04    3.520e-04
0.74200     1.618e+04    3.531e-04
0.74100     1.614e+04    3.542e-04
0.74000     1.609e+04    3.553e-04
0.73900     1.605e+04    3.564e-04
0.73800     1.600e+04    3.575e-04
0.73700     1.596e+04    3.586e-04
0.73600     1.591e+04    3.597e-04
0.73500     1.587e+04    3.608e-04
0.73400     1.582e+04    3.619e-04
0.73300     1.578e+04    3.630e-04
0.73200     1.574e+04    3.641e-04
0.73100     1.569e+04    3.653e-04
0.73000     1.565e+04    3.664e-04
0.72900     1.561e+04    3.675e-04
0.72800     1.556e+04    3.686e-04
0.72700     1.552e+04    3.697e-04
0.72600     1.548e+04    3.708e-04
0.72500     1.543e+04    3.719e-04
0.72400     1.539e+04    3.730e-04
0.72300     1.535e+04    3.742e-04
0.72200     1.530e+04    3.753e-04
0.72100     1.526e+04    3.764e-04
0.72000     1.522e+04    3.775e-04
0.71900     1.518e+04    3.786e-04
0.71800     1.514e+04    3.798e-04
0.71700     1.509e+04    3.809e-04
0.71600     1.505e+04    3.820e-04
0.71500     1.501e+04    3.832e-04
0.71400     1.497e+04    3.843e-04
0.71300     1.493e+04    3.854e-04
0.71200     1.489e+04    3.865e-04
0.71100     1.485e+04    3.877e-04
0.71000     1.480e+04    3.888e-04
0.70900     1.476e+04    3.899e-04
0.70800     1.472e+04    3.911e-04
0.70700     1.468e+04    3.922e-04
0.70600     1.464e+04    3.934e-04
0.70500     1.460e+04    3.945e-04
0.70400     1.456e+04    3.956e-04
0.70300     1.452e+04    3.968e-04
0.70200     1.448e+04    3.979e-04
0.70100     1.444e+04    3.991e-04
0.70000     1.440e+04    4.002e-04
0.69900     1.436e+04    4.013e-04
0.69800     1.432e+04    4.025e-04
0.69700     1.429e+04    4.036e-04
0.69600     1.425e+04    4.048e-04
0.69500     1.421e+04    4.059e-04
0.69400     1.417e+04    4.071e-04
0.69300     1.413e+04    4.083e-04
0.69200     1.409e+04    4.094e-04
0.69100     1.405e+04    4.106e-04
0.69000     1.401e+04    4.117e-04
0.68900     1.398e+04    4.129e-04
0.68800     1.394e+04    4.140e-04
0.68700     1.390e+04    4.152e-04
0.68600     1.386e+04    4.164e-04
0.68500     1.383e+04    4.175e-04
0.68400     1.379e+04    4.187e-04
0.68300     1.375e+04    4.198e-04
0.68200     1.371e+04    4.210e-04
0.68100     1.368e+04    4.222e-04
0.68000     1.364e+04    4.233e-04
0.67900     1.360e+04    4.245e-04
0.67800     1.356e+04    4.257e-04
0.67700     1.353e+04    4.269e-04
0.67600     1.349e+04    4.280e-04
0.67500     1.346e+04    4.292e-04
0.67400     1.342e+04    4.304e-04
0.67300     1.338e+04    4.316e-04
0.67200     1.335e+04    4.327e-04
0.67100     1.331e+04    4.339e-04
0.67000     1.327e+04    4.351e-04
0.66900     1.324e+04    4.363e-04
0.66800     1.320e+04    4.375e-04
0.66700     1.317e+04    4.386e-04
0.66600     1.313e+04    4.398e-04
0.66500     1.310e+04    4.410e-04
0.66400     1.306e+04    4.422e-04
0.66300     1.303e+04    4.434e-04
0.66200     1.299e+04    4.446e-04
0.66100     1.296e+04    4.458e-04
0.66000     1.292e+04    4.469e-04
0.65900     1.289e+04    4.481e-04
0.65800     1.285e+04    4.493e-04
0.65700     1.282e+04    4.505e-04
0.65600     1.278e+04    4.517e-04
0.65500     1.275e+04    4.529e-04
0.65400     1.271e+04    4.541e-04
0.65300     1.268e+04    4.553e-04
0.65200     1.265e+04    4.565e-04
0.65100     1.261e+04    4.577e-04
0.65000     1.258e+04    4.589e-04
0.64900     1.255e+04    4.601e-04
0.64800     1.251e+04    4.613e-04
0.64700     1.248e+04    4.625e-04
0.64600     1.244e+04    4.637e-04
0.64500     1.241e+04    4.649e-04
0.64400     1.238e+04    4.661e-04
0.64300     1.235e+04    4.673e-04
0.64200     1.231e+04    4.686e-04
0.64100     1.228e+04    4.698e-04
0.64000     1.225e+04    4.710e-04
0.63900     1.221e+04    4.722e-04
0.63800     1.218e+04    4.734e-04
0.63700     1.215e+04    4.746e-04
0.63600     1.212e+04    4.758e-04
0.63500     1.208e+04    4.771e-04
0.63400     1.205e+04    4.783e-04
0.63300     1.202e+04    4.795e-04
0.63200     1.199e+04    4.807e-04
0.63100     1.196e+04    4.819e-04
0.63000     1.192e+04    4.832e-04
0.62900     1.189e+04    4.844e-04
0.62800     1.186e+04    4.856e-04
0.62700     1.183e+04    4.868e-04
0.62600     1.180e+04    4.881e-04
0.62500     1.177e+04    4.893e-04
0.62400     1.174e+04    4.905e-04
0.62300     1.171e+04    4.917e-04
0.62200     1.167e+04    4.930e-04
0.62100     1.164e+04    4.942e-04
0.62000     1.161e+04    4.954e-04
0.61900     1.158e+04    4.967e-04
0.61800     1.155e+04    4.979e-04
0.61700     1.152e+04    4.991e-04
0.61600     1.149e+04    5.004e-04
0.61500     1.146e+04    5.016e-04
0.61400     1.143e+04    5.028e-04
0.61300     1.140e+04    5.041e-04
0.61200     1.137e+04    5.053e-04
0.61100     1.134e+04    5.066e-04
0.61000     1.131e+04    5.078e-04
0.60900     1.128e+04    5.091e-04
0.60800     1.125e+04    5.103e-04
0.60700     1.122e+04    5.115e-04
0.60600     1.119e+04    5.128e-04
0.60500     1.116e+04    5.140e-04
0.60400     1.113e+04    5.153e-04
0.60300     1.110e+04    5.165e-04
0.60200     1.107e+04    5.178e-04
0.60100     1.104e+04    5.190e-04
0.60000     1.101e+04    5.203e-04
0.59900     1.099e+04    5.215e-04
0.59800     1.096e+04    5.228e-04
0.59700     1.093e+04    5.241e-04
0.59600     1.090e+04    5.253e-04
0.59500     1.087e+04    5.266e-04
0.59400     1.084e+04    5.278e-04
0.59300     1.081e+04    5.291e-04
0.59200     1.078e+04    5.303e-04
0.59100     1.076e+04    5.316e-04
0.59000     1.073e+04    5.329e-04
0.58900     1.070e+04    5.341e-04
0.58800     1.067e+04    5.354e-04
0.58700     1.064e+04    5.367e-04
0.58600     1.062e+04    5.379e-04
0.58500     1.059e+04    5.392e-04
0.58400     1.056e+04    5.405e-04
0.58300     1.053e+04    5.417e-04
0.58200     1.051e+04    5.430e-04
0.58100     1.048e+04    5.443e-04
0.58000     1.045e+04    5.455e-04
0.57900     1.042e+04    5.468e-04
0.57800     1.040e+04    5.481e-04
0.57700     1.037e+04    5.494e-04
0.57600     1.034e+04    5.506e-04
0.57500     1.031e+04    5.519e-04
0.57400     1.029e+04    5.532e-04
0.57300     1.026e+04    5.545e-04
0.57200     1.023e+04    5.557e-04
0.57100     1.021e+04    5.570e-04
0.57000     1.018e+04    5.583e-04
0.56900     1.015e+04    5.596e-04
0.56800     1.013e+04    5.609e-04
0.56700     1.010e+04    5.622e-04
0.56600     1.007e+04    5.634e-04
0.56500     1.005e+04    5.647e-04
0.56400     1.002e+04    5.660e-04
0.56300     1.000e+04    5.673e-04
0.56200     9.974e+03    5.686e-04
0.56100     9.948e+03    5.699e-04
0.56000     9.922e+03    5.712e-04
0.55900     9.896e+03    5.725e-04
0.55800     9.870e+03    5.737e-04
0.55700     9.844e+03    5.750e-04
0.55600     9.819e+03    5.763e-04
0.55500     9.793e+03    5.776e-04
0.55400     9.768e+03    5.789e-04
0.55300     9.742e+03    5.802e-04
0.55200     9.717e+03    5.815e-04
0.55100     9.691e+03    5.828e-04
0.55000     9.666e+03    5.841e-04
0.54900     9.641e+03    5.854e-04
0.54800     9.616e+03    5.867e-04
0.54700     9.591e+03    5.880e-04
0.54600     9.566e+03    5.893e-04
0.54500     9.541e+03    5.906e-04
0.54400     9.516e+03    5.919e-04
0.54300     9.492e+03    5.932e-04
0.54200     9.467e+03    5.945e-04
0.54100     9.442e+03    5.958e-04
0.54000     9.418e+03    5.971e-04
0.53900     9.393e+03    5.985e-04
0.53800     9.369e+03    5.998e-04
