volt    param        param
         1/lx8(mp)     -i(mp)
0.53700     9.345e+03    6.011e-04
0.53600     9.320e+03    6.024e-04
0.53500     9.296e+03    6.037e-04
0.53400     9.272e+03    6.050e-04
0.53300     9.248e+03    6.063e-04
0.53200     9.224e+03    6.076e-04
0.53100     9.200e+03    6.089e-04
0.53000     9.176e+03    6.103e-04
0.52900     9.152e+03    6.116e-04
0.52800     9.129e+03    6.129e-04
0.52700     9.105e+03    6.142e-04
0.52600     9.081e+03    6.155e-04
0.52500     9.058e+03    6.169e-04
0.52400     9.034e+03    6.182e-04
0.52300     9.011e+03    6.195e-04
0.52200     8.987e+03    6.208e-04
0.52100     8.964e+03    6.221e-04
0.52000     8.941e+03    6.235e-04
0.51900     8.918e+03    6.248e-04
0.51800     8.895e+03    6.261e-04
0.51700     8.872e+03    6.274e-04
0.51600     8.849e+03    6.288e-04
0.51500     8.826e+03    6.301e-04
0.51400     8.803e+03    6.314e-04
0.51300     8.780e+03    6.328e-04
0.51200     8.757e+03    6.341e-04
0.51100     8.734e+03    6.354e-04
0.51000     8.712e+03    6.368e-04
0.50900     8.689e+03    6.381e-04
0.50800     8.667e+03    6.394e-04
0.50700     8.644e+03    6.408e-04
0.50600     8.622e+03    6.421e-04
0.50500     8.600e+03    6.434e-04
0.50400     8.577e+03    6.448e-04
0.50300     8.555e+03    6.461e-04
0.50200     8.533e+03    6.474e-04
0.50100     8.511e+03    6.488e-04
0.50000     8.489e+03    6.501e-04
0.49900     8.467e+03    6.515e-04
0.49800     8.445e+03    6.528e-04
0.49700     8.423e+03    6.541e-04
0.49600     8.401e+03    6.555e-04
0.49500     8.380e+03    6.568e-04
0.49400     8.358e+03    6.582e-04
0.49300     8.336e+03    6.595e-04
0.49200     8.315e+03    6.609e-04
0.49100     8.293e+03    6.622e-04
0.49000     8.272e+03    6.636e-04
0.48900     8.250e+03    6.649e-04
0.48800     8.229e+03    6.663e-04
0.48700     8.208e+03    6.676e-04
0.48600     8.186e+03    6.690e-04
0.48500     8.165e+03    6.703e-04
0.48400     8.144e+03    6.717e-04
0.48300     8.123e+03    6.730e-04
0.48200     8.102e+03    6.744e-04
0.48100     8.081e+03    6.757e-04
0.48000     8.060e+03    6.771e-04
0.47900     8.039e+03    6.784e-04
0.47800     8.018e+03    6.798e-04
0.47700     7.998e+03    6.811e-04
0.47600     7.977e+03    6.825e-04
0.47500     7.956e+03    6.839e-04
0.47400     7.936e+03    6.852e-04
0.47300     7.915e+03    6.866e-04
0.47200     7.895e+03    6.879e-04
0.47100     7.874e+03    6.893e-04
0.47000     7.854e+03    6.907e-04
0.46900     7.833e+03    6.920e-04
0.46800     7.813e+03    6.934e-04
0.46700     7.793e+03    6.948e-04
0.46600     7.773e+03    6.961e-04
0.46500     7.753e+03    6.975e-04
0.46400     7.733e+03    6.989e-04
0.46300     7.712e+03    7.002e-04
0.46200     7.693e+03    7.016e-04
0.46100     7.673e+03    7.030e-04
0.46000     7.653e+03    7.043e-04
0.45900     7.633e+03    7.057e-04
0.45800     7.613e+03    7.071e-04
0.45700     7.593e+03    7.084e-04
0.45600     7.574e+03    7.098e-04
0.45500     7.554e+03    7.112e-04
0.45400     7.534e+03    7.126e-04
0.45300     7.515e+03    7.139e-04
0.45200     7.495e+03    7.153e-04
0.45100     7.476e+03    7.167e-04
0.45000     7.457e+03    7.181e-04
0.44900     7.437e+03    7.194e-04
0.44800     7.418e+03    7.208e-04
0.44700     7.399e+03    7.222e-04
0.44600     7.380e+03    7.236e-04
0.44500     7.360e+03    7.250e-04
0.44400     7.341e+03    7.263e-04
0.44300     7.322e+03    7.277e-04
0.44200     7.303e+03    7.291e-04
0.44100     7.284e+03    7.305e-04
0.44000     7.265e+03    7.319e-04
0.43900     7.247e+03    7.332e-04
0.43800     7.228e+03    7.346e-04
0.43700     7.209e+03    7.360e-04
0.43600     7.190e+03    7.374e-04
0.43500     7.172e+03    7.388e-04
0.43400     7.153e+03    7.402e-04
0.43300     7.134e+03    7.416e-04
0.43200     7.116e+03    7.430e-04
0.43100     7.097e+03    7.443e-04
0.43000     7.079e+03    7.457e-04
0.42900     7.061e+03    7.471e-04
0.42800     7.042e+03    7.485e-04
0.42700     7.024e+03    7.499e-04
0.42600     7.006e+03    7.513e-04
0.42500     6.987e+03    7.527e-04
0.42400     6.969e+03    7.541e-04
0.42300     6.951e+03    7.555e-04
0.42200     6.933e+03    7.569e-04
0.42100     6.915e+03    7.583e-04
0.42000     6.897e+03    7.597e-04
0.41900     6.879e+03    7.611e-04
0.41800     6.861e+03    7.624e-04
0.41700     6.843e+03    7.638e-04
0.41600     6.825e+03    7.652e-04
0.41500     6.807e+03    7.666e-04
0.41400     6.790e+03    7.680e-04
0.41300     6.772e+03    7.694e-04
0.41200     6.754e+03    7.708e-04
0.41100     6.737e+03    7.722e-04
0.41000     6.719e+03    7.736e-04
0.40900     6.702e+03    7.750e-04
0.40800     6.684e+03    7.764e-04
0.40700     6.667e+03    7.779e-04
0.40600     6.649e+03    7.793e-04
0.40500     6.632e+03    7.807e-04
0.40400     6.615e+03    7.821e-04
0.40300     6.597e+03    7.835e-04
0.40200     6.580e+03    7.849e-04
0.40100     6.563e+03    7.863e-04
0.40000     6.546e+03    7.877e-04
0.39900     6.529e+03    7.891e-04
0.39800     6.511e+03    7.905e-04
0.39700     6.494e+03    7.919e-04
0.39600     6.477e+03    7.933e-04
0.39500     6.460e+03    7.947e-04
0.39400     6.444e+03    7.961e-04
0.39300     6.427e+03    7.976e-04
0.39200     6.410e+03    7.990e-04
0.39100     6.393e+03    8.004e-04
0.39000     6.376e+03    8.018e-04
0.38900     6.359e+03    8.032e-04
0.38800     6.343e+03    8.046e-04
0.38700     6.326e+03    8.060e-04
0.38600     6.310e+03    8.075e-04
0.38500     6.293e+03    8.089e-04
0.38400     6.276e+03    8.103e-04
0.38300     6.260e+03    8.117e-04
0.38200     6.243e+03    8.131e-04
0.38100     6.227e+03    8.145e-04
0.38000     6.211e+03    8.160e-04
0.37900     6.194e+03    8.174e-04
0.37800     6.178e+03    8.188e-04
0.37700     6.162e+03    8.202e-04
0.37600     6.145e+03    8.216e-04
0.37500     6.129e+03    8.231e-04
0.37400     6.113e+03    8.245e-04
0.37300     6.097e+03    8.259e-04
0.37200     6.081e+03    8.273e-04
0.37100     6.065e+03    8.287e-04
0.37000     6.049e+03    8.302e-04
0.36900     6.033e+03    8.316e-04
0.36800     6.017e+03    8.330e-04
0.36700     6.001e+03    8.344e-04
0.36600     5.985e+03    8.359e-04
0.36500     5.969e+03    8.373e-04
0.36400     5.954e+03    8.387e-04
0.36300     5.938e+03    8.401e-04
0.36200     5.922e+03    8.416e-04
0.36100     5.906e+03    8.430e-04
0.36000     5.891e+03    8.444e-04
0.35900     5.875e+03    8.459e-04
0.35800     5.859e+03    8.473e-04
0.35700     5.844e+03    8.487e-04
0.35600     5.828e+03    8.501e-04
0.35500     5.813e+03    8.516e-04
0.35400     5.797e+03    8.530e-04
0.35300     5.782e+03    8.544e-04
0.35200     5.767e+03    8.559e-04
0.35100     5.751e+03    8.573e-04
0.35000     5.736e+03    8.587e-04
0.34900     5.721e+03    8.602e-04
0.34800     5.706e+03    8.616e-04
0.34700     5.690e+03    8.630e-04
0.34600     5.675e+03    8.645e-04
0.34500     5.660e+03    8.659e-04
0.34400     5.645e+03    8.673e-04
0.34300     5.630e+03    8.688e-04
0.34200     5.615e+03    8.702e-04
0.34100     5.600e+03    8.716e-04
0.34000     5.585e+03    8.731e-04
0.33900     5.570e+03    8.745e-04
0.33800     5.555e+03    8.760e-04
0.33700     5.540e+03    8.774e-04
0.33600     5.525e+03    8.788e-04
0.33500     5.510e+03    8.803e-04
0.33400     5.496e+03    8.817e-04
0.33300     5.481e+03    8.832e-04
0.33200     5.466e+03    8.846e-04
0.33100     5.451e+03    8.860e-04
0.33000     5.437e+03    8.875e-04
0.32900     5.422e+03    8.889e-04
0.32800     5.408e+03    8.904e-04
0.32700     5.393e+03    8.918e-04
0.32600     5.378e+03    8.932e-04
0.32500     5.364e+03    8.947e-04
0.32400     5.350e+03    8.961e-04
0.32300     5.335e+03    8.976e-04
0.32200     5.321e+03    8.990e-04
0.32100     5.306e+03    9.005e-04
0.32000     5.292e+03    9.019e-04
0.31900     5.278e+03    9.034e-04
0.31800     5.263e+03    9.048e-04
0.31700     5.249e+03    9.062e-04
0.31600     5.235e+03    9.077e-04
0.31500     5.221e+03    9.091e-04
0.31400     5.207e+03    9.106e-04
0.31300     5.192e+03    9.120e-04
0.31200     5.178e+03    9.135e-04
0.31100     5.164e+03    9.149e-04
0.31000     5.150e+03    9.164e-04
0.30900     5.136e+03    9.178e-04
0.30800     5.122e+03    9.193e-04
0.30700     5.108e+03    9.207e-04
0.30600     5.094e+03    9.222e-04
0.30500     5.080e+03    9.236e-04
0.30400     5.067e+03    9.251e-04
0.30300     5.053e+03    9.265e-04
0.30200     5.039e+03    9.280e-04
0.30100     5.025e+03    9.294e-04
0.30000     5.011e+03    9.309e-04
0.29900     4.998e+03    9.323e-04
0.29800     4.984e+03    9.338e-04
0.29700     4.970e+03    9.352e-04
0.29600     4.957e+03    9.367e-04
0.29500     4.943e+03    9.382e-04
0.29400     4.930e+03    9.396e-04
0.29300     4.916e+03    9.411e-04
0.29200     4.902e+03    9.425e-04
0.29100     4.889e+03    9.440e-04
0.29000     4.876e+03    9.454e-04
0.28900     4.862e+03    9.469e-04
0.28800     4.849e+03    9.483e-04
0.28700     4.835e+03    9.498e-04
0.28600     4.822e+03    9.513e-04
0.28500     4.809e+03    9.527e-04
0.28400     4.795e+03    9.542e-04
0.28300     4.782e+03    9.556e-04
0.28200     4.769e+03    9.571e-04
0.28100     4.756e+03    9.585e-04
0.28000     4.742e+03    9.600e-04
0.27900     4.729e+03    9.615e-04
0.27800     4.716e+03    9.629e-04
0.27700     4.703e+03    9.644e-04
0.27600     4.690e+03    9.658e-04
0.27500     4.677e+03    9.673e-04
0.27400     4.664e+03    9.688e-04
0.27300     4.651e+03    9.702e-04
0.27200     4.638e+03    9.717e-04
0.27100     4.625e+03    9.731e-04
0.27000     4.612e+03    9.746e-04
0.26900     4.599e+03    9.761e-04
0.26800     4.586e+03    9.775e-04
0.26700     4.573e+03    9.790e-04
0.26600     4.561e+03    9.804e-04
0.26500     4.548e+03    9.819e-04
0.26400     4.535e+03    9.834e-04
0.26300     4.522e+03    9.848e-04
0.26200     4.510e+03    9.863e-04
0.26100     4.497e+03    9.878e-04
0.26000     4.484e+03    9.892e-04
0.25900     4.472e+03    9.907e-04
0.25800     4.459e+03    9.921e-04
0.25700     4.446e+03    9.936e-04
0.25600     4.434e+03    9.951e-04
0.25500     4.421e+03    9.965e-04
0.25400     4.409e+03    9.980e-04
0.25300     4.396e+03    9.995e-04
0.25200     4.384e+03    1.001e-03
0.25100     4.372e+03    1.002e-03
0.25000     4.359e+03    1.004e-03
0.24900     4.347e+03    1.005e-03
0.24800     4.334e+03    1.007e-03
0.24700     4.322e+03    1.008e-03
0.24600     4.310e+03    1.010e-03
0.24500     4.297e+03    1.011e-03
0.24400     4.285e+03    1.013e-03
0.24300     4.273e+03    1.014e-03
0.24200     4.261e+03    1.016e-03
0.24100     4.249e+03    1.017e-03
0.24000     4.237e+03    1.019e-03
0.23900     4.224e+03    1.020e-03
0.23800     4.212e+03    1.021e-03
0.23700     4.200e+03    1.023e-03
0.23600     4.188e+03    1.024e-03
0.23500     4.176e+03    1.026e-03
0.23400     4.164e+03    1.027e-03
0.23300     4.152e+03    1.029e-03
0.23200     4.140e+03    1.030e-03
0.23100     4.128e+03    1.032e-03
0.23000     4.116e+03    1.033e-03
0.22900     4.105e+03    1.035e-03
0.22800     4.093e+03    1.036e-03
0.22700     4.081e+03    1.038e-03
0.22600     4.069e+03    1.039e-03
0.22500     4.057e+03    1.041e-03
0.22400     4.046e+03    1.042e-03
0.22300     4.034e+03    1.043e-03
0.22200     4.022e+03    1.045e-03
0.22100     4.010e+03    1.046e-03
0.22000     3.999e+03    1.048e-03
0.21900     3.987e+03    1.049e-03
0.21800     3.976e+03    1.051e-03
0.21700     3.964e+03    1.052e-03
0.21600     3.952e+03    1.054e-03
0.21500     3.941e+03    1.055e-03
0.21400     3.929e+03    1.057e-03
0.21300     3.918e+03    1.058e-03
0.21200     3.906e+03    1.060e-03
0.21100     3.895e+03    1.061e-03
0.21000     3.884e+03    1.063e-03
0.20900     3.872e+03    1.064e-03
0.20800     3.861e+03    1.066e-03
0.20700     3.850e+03    1.067e-03
0.20600     3.838e+03    1.068e-03
0.20500     3.827e+03    1.070e-03
0.20400     3.816e+03    1.071e-03
0.20300     3.805e+03    1.073e-03
0.20200     3.793e+03    1.074e-03
0.20100     3.782e+03    1.076e-03
0.20000     3.771e+03    1.077e-03
0.19900     3.760e+03    1.079e-03
0.19800     3.749e+03    1.080e-03
0.19700     3.738e+03    1.082e-03
0.19600     3.727e+03    1.083e-03
0.19500     3.716e+03    1.085e-03
0.19400     3.705e+03    1.086e-03
0.19300     3.694e+03    1.088e-03
0.19200     3.683e+03    1.089e-03
0.19100     3.672e+03    1.091e-03
0.19000     3.661e+03    1.092e-03
0.18900     3.650e+03    1.093e-03
0.18800     3.639e+03    1.095e-03
0.18700     3.628e+03    1.096e-03
0.18600     3.617e+03    1.098e-03
0.18500     3.607e+03    1.099e-03
0.18400     3.596e+03    1.101e-03
0.18300     3.585e+03    1.102e-03
0.18200     3.574e+03    1.104e-03
0.18100     3.564e+03    1.105e-03
0.18000     3.553e+03    1.107e-03
0.17900     3.542e+03    1.108e-03
0.17800     3.532e+03    1.110e-03
0.17700     3.521e+03    1.111e-03
0.17600     3.511e+03    1.113e-03
0.17500     3.500e+03    1.114e-03
0.17400     3.489e+03    1.116e-03
0.17300     3.479e+03    1.117e-03
0.17200     3.469e+03    1.118e-03
0.17100     3.458e+03    1.120e-03
0.17000     3.448e+03    1.121e-03
0.16900     3.437e+03    1.123e-03
0.16800     3.427e+03    1.124e-03
0.16700     3.417e+03    1.126e-03
0.16600     3.406e+03    1.127e-03
0.16500     3.396e+03    1.129e-03
0.16400     3.386e+03    1.130e-03
0.16300     3.375e+03    1.132e-03
0.16200     3.365e+03    1.133e-03
0.16100     3.355e+03    1.135e-03
0.16000     3.345e+03    1.136e-03
0.15900     3.335e+03    1.138e-03
0.15800     3.325e+03    1.139e-03
0.15700     3.315e+03    1.141e-03
0.15600     3.304e+03    1.142e-03
0.15500     3.294e+03    1.143e-03
0.15400     3.284e+03    1.145e-03
0.15300     3.274e+03    1.146e-03
0.15200     3.264e+03    1.148e-03
0.15100     3.255e+03    1.149e-03
0.15000     3.245e+03    1.151e-03
0.14900     3.235e+03    1.152e-03
0.14800     3.225e+03    1.154e-03
0.14700     3.215e+03    1.155e-03
0.14600     3.205e+03    1.157e-03
0.14500     3.195e+03    1.158e-03
0.14400     3.186e+03    1.160e-03
0.14300     3.176e+03    1.161e-03
0.14200     3.166e+03    1.163e-03
0.14100     3.157e+03    1.164e-03
0.14000     3.147e+03    1.166e-03
0.13900     3.137e+03    1.167e-03
0.13800     3.128e+03    1.168e-03
0.13700     3.118e+03    1.170e-03
0.13600     3.109e+03    1.171e-03
0.13500     3.099e+03    1.173e-03
0.13400     3.090e+03    1.174e-03
0.13300     3.080e+03    1.176e-03
0.13200     3.071e+03    1.177e-03
0.13100     3.061e+03    1.179e-03
0.13000     3.052e+03    1.180e-03
0.12900     3.043e+03    1.182e-03
0.12800     3.033e+03    1.183e-03
0.12700     3.024e+03    1.185e-03
0.12600     3.015e+03    1.186e-03
0.12500     3.005e+03    1.187e-03
0.12400     2.996e+03    1.189e-03
0.12300     2.987e+03    1.190e-03
0.12200     2.978e+03    1.192e-03
0.12100     2.969e+03    1.193e-03
0.12000     2.960e+03    1.195e-03
0.11900     2.951e+03    1.196e-03
0.11800     2.941e+03    1.198e-03
0.11700     2.932e+03    1.199e-03
0.11600     2.923e+03    1.201e-03
0.11500     2.914e+03    1.202e-03
0.11400     2.905e+03    1.204e-03
0.11300     2.897e+03    1.205e-03
0.11200     2.888e+03    1.207e-03
0.11100     2.879e+03    1.208e-03
0.11000     2.870e+03    1.209e-03
0.10900     2.861e+03    1.211e-03
0.10800     2.852e+03    1.212e-03
0.10700     2.844e+03    1.214e-03
0.10600     2.835e+03    1.215e-03
0.10500     2.826e+03    1.217e-03
0.10400     2.817e+03    1.218e-03
0.10300     2.809e+03    1.220e-03
0.10200     2.800e+03    1.221e-03
0.10100     2.792e+03    1.223e-03
0.10000     2.783e+03    1.224e-03
9.9000e-02    2.774e+03    1.225e-03
9.8000e-02    2.766e+03    1.227e-03
9.7000e-02    2.757e+03    1.228e-03
9.6000e-02    2.749e+03    1.230e-03
9.5000e-02    2.741e+03    1.231e-03
9.4000e-02    2.732e+03    1.233e-03
9.3000e-02    2.724e+03    1.234e-03
9.2000e-02    2.715e+03    1.236e-03
9.1000e-02    2.707e+03    1.237e-03
9.0000e-02    2.699e+03    1.239e-03
8.9000e-02    2.691e+03    1.240e-03
8.8000e-02    2.682e+03    1.242e-03
8.7000e-02    2.674e+03    1.243e-03
8.6000e-02    2.666e+03    1.244e-03
8.5000e-02    2.658e+03    1.246e-03
8.4000e-02    2.650e+03    1.247e-03
8.3000e-02    2.642e+03    1.249e-03
8.2000e-02    2.633e+03    1.250e-03
8.1000e-02    2.625e+03    1.252e-03
8.0000e-02    2.617e+03    1.253e-03
7.9000e-02    2.609e+03    1.255e-03
7.8000e-02    2.601e+03    1.256e-03
7.7000e-02    2.594e+03    1.257e-03
7.6000e-02    2.586e+03    1.259e-03
7.5000e-02    2.578e+03    1.260e-03
7.4000e-02    2.570e+03    1.262e-03
7.3000e-02    2.562e+03    1.263e-03
7.2000e-02    2.554e+03    1.265e-03
7.1000e-02    2.547e+03    1.266e-03
7.0000e-02    2.539e+03    1.268e-03
6.9000e-02    2.531e+03    1.269e-03
6.8000e-02    2.523e+03    1.271e-03
6.7000e-02    2.516e+03    1.272e-03
6.6000e-02    2.508e+03    1.273e-03
6.5000e-02    2.501e+03    1.275e-03
6.4000e-02    2.493e+03    1.276e-03
6.3000e-02    2.485e+03    1.278e-03
6.2000e-02    2.478e+03    1.279e-03
6.1000e-02    2.470e+03    1.281e-03
6.0000e-02    2.463e+03    1.282e-03
5.9000e-02    2.456e+03    1.284e-03
5.8000e-02    2.448e+03    1.285e-03
5.7000e-02    2.441e+03    1.286e-03
5.6000e-02    2.433e+03    1.288e-03
5.5000e-02    2.426e+03    1.289e-03
5.4000e-02    2.419e+03    1.291e-03
5.3000e-02    2.412e+03    1.292e-03
5.2000e-02    2.404e+03    1.294e-03
5.1000e-02    2.397e+03    1.295e-03
5.0000e-02    2.390e+03    1.297e-03
4.9000e-02    2.383e+03    1.298e-03
4.8000e-02    2.376e+03    1.299e-03
4.7000e-02    2.369e+03    1.301e-03
4.6000e-02    2.362e+03    1.302e-03
4.5000e-02    2.355e+03    1.304e-03
4.4000e-02    2.347e+03    1.305e-03
4.3000e-02    2.341e+03    1.307e-03
4.2000e-02    2.334e+03    1.308e-03
4.1000e-02    2.327e+03    1.309e-03
4.0000e-02    2.320e+03    1.311e-03
3.9000e-02    2.313e+03    1.312e-03
3.8000e-02    2.306e+03    1.314e-03
3.7000e-02    2.299e+03    1.315e-03
3.6000e-02    2.292e+03    1.317e-03
3.5000e-02    2.286e+03    1.318e-03
3.4000e-02    2.279e+03    1.320e-03
3.3000e-02    2.272e+03    1.321e-03
3.2000e-02    2.265e+03    1.322e-03
3.1000e-02    2.259e+03    1.324e-03
3.0000e-02    2.252e+03    1.325e-03
2.9000e-02    2.246e+03    1.327e-03
2.8000e-02    2.239e+03    1.328e-03
2.7000e-02    2.232e+03    1.330e-03
2.6000e-02    2.226e+03    1.331e-03
2.5000e-02    2.219e+03    1.332e-03
2.4000e-02    2.213e+03    1.334e-03
2.3000e-02    2.207e+03    1.335e-03
2.2000e-02    2.200e+03    1.337e-03
2.1000e-02    2.194e+03    1.338e-03
2.0000e-02    2.187e+03    1.340e-03
1.9000e-02    2.181e+03    1.341e-03
1.8000e-02    2.175e+03    1.342e-03
1.7000e-02    2.168e+03    1.344e-03
1.6000e-02    2.162e+03    1.345e-03
1.5000e-02    2.156e+03    1.347e-03
1.4000e-02    2.150e+03    1.348e-03
1.3000e-02    2.144e+03    1.350e-03
1.2000e-02    2.137e+03    1.351e-03
1.1000e-02    2.131e+03    1.352e-03
1.0000e-02    2.125e+03    1.354e-03
9.0000e-03    2.119e+03    1.355e-03
8.0000e-03    2.113e+03    1.357e-03
7.0000e-03    2.107e+03    1.358e-03
6.0000e-03    2.101e+03    1.359e-03
5.0000e-03    2.095e+03    1.361e-03
4.0000e-03    2.089e+03    1.362e-03
3.0000e-03    2.083e+03    1.364e-03
2.0000e-03    2.077e+03    1.365e-03
1.0000e-03    2.071e+03    1.367e-03
0.          2.065e+03    1.368e-03  
